ID,Measure,Income ,Time,Time_type,Ethnicity,Ethnicity_type,Geography,Value,Value_type,Denominator
97_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2017,Three-year average,Asian,ONS 5+2,K02000001,16,%,2566
98_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2017,Three-year average,Asian,ONS 5+2,K02000001,11,%,2566
99_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2017,Three-year average,Asian,ONS 5+2,K02000001,6,%,2566
100_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2018,Three-year average,Asian,ONS 5+2,K02000001,9,%,2135
101_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2018,Three-year average,Asian,ONS 5+2,K02000001,6,%,2135
102_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2018,Three-year average,Asian,ONS 5+2,K02000001,5,%,2135
103_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2018,Three-year average,Asian,ONS 5+2,K02000001,3,%,2135
104_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2018,Three-year average,Asian,ONS 5+2,K02000001,2,%,2135
105_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2018,Three-year average,Asian,ONS 5+2,K02000001,8,%,2135
106_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2018,Three-year average,Asian,ONS 5+2,K02000001,15,%,2135
107_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2018,Three-year average,Asian,ONS 5+2,K02000001,17,%,2135
108_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2018,Three-year average,Asian,ONS 5+2,K02000001,15,%,2135
109_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2018,Three-year average,Asian,ONS 5+2,K02000001,12,%,2135
110_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2018,Three-year average,Asian,ONS 5+2,K02000001,7,%,2135
