ID,Measure,Income ,Time,Time_type,Ethnicity,Ethnicity_type,Geography,Value,Value_type,Denominator
74_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2015,Three-year average,White,ONS 5+2,K02000001,19,%,53146
75_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2015,Three-year average,White,ONS 5+2,K02000001,14,%,53146
76_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2015,Three-year average,White,ONS 5+2,K02000001,11,%,53146
77_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2015,Three-year average,White,ONS 5+2,K02000001,7,%,53146
78_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2016,Three-year average,White,ONS 5+2,K02000001,8,%,52924
79_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2016,Three-year average,White,ONS 5+2,K02000001,6,%,52924
80_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2016,Three-year average,White,ONS 5+2,K02000001,4,%,52924
81_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2016,Three-year average,White,ONS 5+2,K02000001,3,%,52924
82_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2016,Three-year average,White,ONS 5+2,K02000001,2,%,52924
83_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2016,Three-year average,White,ONS 5+2,K02000001,6,%,52924
84_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2016,Three-year average,White,ONS 5+2,K02000001,21,%,52924
85_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2016,Three-year average,White,ONS 5+2,K02000001,19,%,52924
86_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2016,Three-year average,White,ONS 5+2,K02000001,14,%,52924
87_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2016,Three-year average,White,ONS 5+2,K02000001,11,%,52924
88_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2016,Three-year average,White,ONS 5+2,K02000001,7,%,52924
89_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2017,Three-year average,White,ONS 5+2,K02000001,8,%,52533
90_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2017,Three-year average,White,ONS 5+2,K02000001,6,%,52533
91_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2017,Three-year average,White,ONS 5+2,K02000001,4,%,52533
92_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2017,Three-year average,White,ONS 5+2,K02000001,3,%,52533
93_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2017,Three-year average,White,ONS 5+2,K02000001,2,%,52533
94_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2017,Three-year average,White,ONS 5+2,K02000001,6,%,52533
95_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2017,Three-year average,White,ONS 5+2,K02000001,21,%,52533
96_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2017,Three-year average,White,ONS 5+2,K02000001,19,%,52533
97_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2017,Three-year average,White,ONS 5+2,K02000001,14,%,52533
98_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2017,Three-year average,White,ONS 5+2,K02000001,11,%,52533
99_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2017,Three-year average,White,ONS 5+2,K02000001,6,%,52533
100_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2018,Three-year average,White,ONS 5+2,K02000001,8,%,44228
101_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2018,Three-year average,White,ONS 5+2,K02000001,6,%,44228
102_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2018,Three-year average,White,ONS 5+2,K02000001,4,%,44228
103_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2018,Three-year average,White,ONS 5+2,K02000001,3,%,44228
104_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2018,Three-year average,White,ONS 5+2,K02000001,2,%,44228
105_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2018,Three-year average,White,ONS 5+2,K02000001,6,%,44228
106_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2018,Three-year average,White,ONS 5+2,K02000001,20,%,44228
107_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2018,Three-year average,White,ONS 5+2,K02000001,19,%,44228
108_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2018,Three-year average,White,ONS 5+2,K02000001,14,%,44228
109_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2018,Three-year average,White,ONS 5+2,K02000001,11,%,44228
110_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2018,Three-year average,White,ONS 5+2,K02000001,6,%,44228
